MLOC_10017.1	AT1G72360.1	68.354	79	25	0	15	93	17	95	1.37e-33	121
MLOC_10017.1	AT1G72360.2	63.218	87	32	0	7	93	60	146	1.88e-33	122
MLOC_10017.1	AT1G72360.3	68.354	79	25	0	15	93	66	144	3.39e-33	121
MLOC_10017.2	AT1G72360.1	68.354	79	25	0	15	93	17	95	1.29e-33	121
MLOC_10017.2	AT1G72360.2	63.218	87	32	0	7	93	60	146	1.83e-33	122
MLOC_10017.2	AT1G72360.3	68.354	79	25	0	15	93	66	144	3.09e-33	121
MLOC_10017.3	AT1G72360.1	68.354	79	25	0	68	146	17	95	2.58e-33	122
MLOC_10017.3	AT1G72360.2	60.870	92	36	0	55	146	55	146	3.67e-33	123
MLOC_10017.3	AT1G72360.3	59.406	101	40	1	46	146	45	144	4.09e-33	122
MLOC_10022.1	AT5G61150.1	52.262	442	181	10	1	425	197	625	1.01e-112	343
MLOC_10022.1	AT5G61150.2	52.727	440	180	10	1	425	197	623	2.38e-111	340
MLOC_10026.1	AT5G20480.1	39.233	678	350	14	42	709	7	632	1.65e-124	396
MLOC_10026.1	AT3G47570.1	39.006	664	349	9	50	709	13	624	1.75e-123	392
MLOC_10026.1	AT3G47090.1	37.043	656	356	10	59	709	22	625	1.21e-108	353
MLOC_10049.1	AT1G19450.1	76.415	212	50	0	1	212	120	331	2.82e-119	347
MLOC_10049.1	AT1G75220.1	76.887	212	49	0	1	212	119	330	1.03e-118	346
MLOC_10049.1	AT1G54730.3	48.438	192	99	0	8	199	28	219	1.01e-62	198
MLOC_10049.2	AT1G19450.1	76.415	212	50	0	1	212	120	331	2.82e-119	347
MLOC_10049.2	AT1G75220.1	76.887	212	49	0	1	212	119	330	1.03e-118	346
MLOC_10049.2	AT1G54730.3	48.438	192	99	0	8	199	28	219	1.01e-62	198
MLOC_10049.3	AT1G75220.1	72.358	369	102	0	1	369	119	487	0.0	539
MLOC_10049.3	AT1G19450.1	72.358	369	102	0	1	369	120	488	0.0	537
MLOC_10049.3	AT5G18840.1	44.475	362	197	2	8	369	122	479	1.30e-104	316
MLOC_10049.4	AT1G75220.1	74.894	235	59	0	1	235	119	353	1.12e-130	377
MLOC_10049.4	AT1G19450.1	74.468	235	60	0	1	235	120	354	1.27e-130	377
MLOC_10049.4	AT1G54730.3	45.175	228	124	1	8	235	28	254	3.02e-67	210
MLOC_10049.5	AT1G75220.1	72.358	369	102	0	1	369	119	487	0.0	539
MLOC_10049.5	AT1G19450.1	72.358	369	102	0	1	369	120	488	0.0	537
MLOC_10049.5	AT5G18840.1	44.475	362	197	2	8	369	122	479	1.30e-104	316
MLOC_10049.6	AT1G75220.1	63.636	88	32	0	2	89	283	370	5.88e-33	118
MLOC_10049.6	AT1G19450.1	62.500	88	33	0	2	89	284	371	5.30e-32	115
MLOC_10049.6	AT5G18840.1	41.379	87	51	0	3	89	280	366	8.21e-15	67.8
MLOC_10064.1	AT5G42630.2	48.315	178	51	5	1	161	10	163	3.10e-34	126
MLOC_10064.1	AT5G42630.1	87.143	70	8	1	93	161	94	163	1.46e-33	125
MLOC_10064.1	AT4G17695.1	83.333	66	11	0	96	161	157	222	2.68e-32	123
MLOC_10064.2	AT5G42630.2	47.674	172	45	7	1	153	10	155	2.72e-31	112
MLOC_10064.2	AT5G42630.1	47.674	172	45	7	1	153	10	155	1.37e-30	111
MLOC_10064.2	AT4G17695.1	84.483	58	9	0	96	153	157	214	4.19e-29	108
MLOC_10064.3	AT5G42630.2	48.315	178	51	5	1	161	10	163	6.92e-35	125
MLOC_10064.3	AT5G42630.1	87.143	70	8	1	93	161	94	163	3.58e-34	124
MLOC_10064.3	AT4G17695.1	83.333	66	11	0	96	161	157	222	6.31e-33	122
MLOC_10064.4	AT5G42630.2	48.315	178	51	5	1	161	10	163	1.23e-35	125
